V1,instution,city,zip,state_abbr,LOCALE,LATITUDE,LONGITUDE,urban_type,urban_description,vector_name,state_name,state_name_included,city_name_included
226,California Western School of Law,San Diego,92101-3046,CA,11,32.722192,-117.162416,City,Large,,California,TRUE,FALSE
227,Canada College,Redwood City,94061-1099,CA,21,37.44877,-122.265398,Suburb,Large,,California,FALSE,FALSE
228,College of the Canyons,Santa Clarita,91355-1899,CA,21,34.403993,-118.568698,Suburb,Large,,California,FALSE,FALSE
229,Career Academy of Beauty,Garden Grove,92845,CA,21,33.781018,-118.031697,Suburb,Large,,California,FALSE,FALSE
230,Casa Loma College-Los Angeles,Sherman Oaks,91403,CA,11,34.192829,-118.457781,City,Large,,California,FALSE,FALSE
231,CET-San Diego,San Diego,92102,CA,11,32.711302,-117.105328,City,Large,,California,FALSE,TRUE
232,CET-San Jose,San Jose,95110,CA,11,37.322723,-121.88698,City,Large,,California,FALSE,TRUE
233,CET-El Centro,El Centro,92243,CA,13,32.790908,-115.549079,City,Small,,California,FALSE,TRUE
234,CET-Colton,Colton,92324,CA,21,34.077381,-117.353488,Suburb,Large,,California,FALSE,TRUE
235,CET-Watsonville,Watsonville,95076,CA,13,36.931833,-121.767991,City,Small,,California,FALSE,TRUE
236,CET-Salinas,Salinas,93906,CA,12,36.707333,-121.65236,City,Midsize,,California,FALSE,TRUE
237,Cerritos College,Norwalk,90650-6298,CA,21,33.886874,-118.097337,Suburb,Large,,California,FALSE,FALSE
238,Cerro Coso Community College,Ridgecrest,93555-9571,CA,41,35.567525,-117.66767,Rural,Fringe,,California,FALSE,FALSE
239,Chabot College,Hayward,94545,CA,21,37.642458,-122.105636,Suburb,Large,,California,FALSE,FALSE
240,Chaffey College,Rancho Cucamonga,91737-3002,CA,21,34.147663,-117.573932,Suburb,Large,,California,FALSE,FALSE
241,Chapman University,Orange,92866,CA,12,33.79302,-117.852518,City,Midsize,,California,FALSE,FALSE
242,Charles R Drew University of Medicine and Science,Los Angeles,90059,CA,21,33.925658,-118.242791,Suburb,Large,,California,FALSE,FALSE
243,Concordia University-Irvine,Irvine,92612-3203,CA,11,33.653665,-117.812305,City,Large,,California,FALSE,TRUE
244,San Diego Christian College,Spring Valley,91977,CA,21,32.842404,-116.978112,Suburb,Large,,California,FALSE,FALSE
245,Church Divinity School of the Pacific,Berkeley,94709-1211,CA,12,37.876184,-122.261122,City,Midsize,,California,FALSE,FALSE
246,Citrus College,Glendora,91741-1899,CA,21,34.13537,-117.886469,Suburb,Large,,California,FALSE,FALSE
247,Citrus Heights Beauty College,Citrus Heights,95610-1410,CA,21,38.712951,-121.289529,Suburb,Large,,California,FALSE,TRUE
248,City College of San Francisco,San Francisco,94112-1898,CA,11,37.725953,-122.451155,City,Large,,California,FALSE,TRUE
249,Claremont Graduate University,Claremont,91711-6160,CA,21,34.103585,-117.713703,Suburb,Large,,California,FALSE,TRUE
250,Claremont McKenna College,Claremont,91711-6400,CA,21,34.102154,-117.711188,Suburb,Large,,California,FALSE,TRUE
251,Milan Institute-Visalia,Visalia,93277,CA,12,36.27164,-119.312151,City,Midsize,,California,FALSE,TRUE
252,Clovis Adult Education,Clovis,93611,CA,21,36.834459,-119.690369,Suburb,Large,,California,FALSE,TRUE
253,Coastline Community College,Fountain Valley,92708-2597,CA,13,33.715634,-117.929143,City,Small,,California,FALSE,FALSE
254,University of Silicon Valley,San Jose,95134,CA,11,37.414049,-121.94087,City,Large,,California,FALSE,FALSE
255,Coba Academy,Anaheim,92801,CA,11,33.841141,-117.943108,City,Large,,California,FALSE,FALSE
256,Western University of Health Sciences,Pomona,91766-1854,CA,21,34.058092,-117.747732,Suburb,Large,,California,FALSE,FALSE
257,Columbia College,Sonora,95370,CA,41,38.030367,-120.388385,Rural,Fringe,,California,FALSE,FALSE
258,Columbia College Hollywood,Tarzana,91356-1411,CA,11,34.17972,-118.538793,City,Large,,California,FALSE,FALSE
259,Compton College,Compton,90221-5393,CA,21,33.878226,-118.209463,Suburb,Large,,California,FALSE,TRUE
260,Contra Costa College,San Pablo,94806,CA,21,37.969381,-122.337377,Suburb,Large,,California,FALSE,FALSE
261,Cosumnes River College,Sacramento,95823-5799,CA,11,38.45295,-121.423108,City,Large,,California,FALSE,FALSE
262,Crafton Hills College,Yucaipa,92339-1799,CA,41,34.039178,-117.101173,Rural,Fringe,,California,FALSE,FALSE
263,Cuesta College,San Luis Obispo,93403-8106,CA,23,35.331276,-120.742235,Suburb,Small,,California,FALSE,FALSE
264,Cuyamaca College,El Cajon,92019,CA,21,32.744954,-116.943507,Suburb,Large,,California,FALSE,FALSE
265,Cypress College,Cypress,90630-5897,CA,21,33.82833,-118.025143,Suburb,Large,,California,FALSE,TRUE
266,De Anza College,Cupertino,95014,CA,13,37.319914,-122.045783,City,Small,,California,FALSE,FALSE
267,International School of Beauty Inc,Palm Desert,92260-2740,CA,13,33.729555,-116.403928,City,Small,,California,FALSE,FALSE
268,Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,CA,41,40.880924,-123.988808,Rural,Fringe,,California,FALSE,FALSE
269,College of the Desert,Palm Desert,92260,CA,13,33.732108,-116.388271,City,Small,,California,FALSE,FALSE
270,Design Institute of San Diego,San Diego,92121,CA,11,32.880926,-117.167374,City,Large,,California,FALSE,TRUE
271,Diablo Valley College,Pleasant Hill,94523,CA,21,37.968516,-122.073142,Suburb,Large,,California,FALSE,FALSE
272,Dominican University of California,San Rafael,94901-2298,CA,13,37.981279,-122.512051,City,Small,,California,TRUE,FALSE
273,Dominican School of Philosophy & Theology,Berkeley,94708-1816,CA,12,37.881099,-122.264612,City,Midsize,,California,FALSE,FALSE
274,East Los Angeles College,Monterey Park,91754-6099,CA,21,34.040531,-118.148785,Suburb,Large,,California,FALSE,FALSE
275,El Camino Community College District,Torrance,90506,CA,21,33.885229,-118.329913,Suburb,Large,,California,FALSE,FALSE
276,Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,CA,13,34.030438,-118.485119,City,Small,,California,FALSE,FALSE
277,Empire College,Santa Rosa,95403-2126,CA,12,38.468052,-122.729337,City,Midsize,,California,FALSE,FALSE
278,Evergreen Valley College,San Jose,95135-1598,CA,11,37.30167,-121.76561,City,Large,,California,FALSE,FALSE
279,FIDM-Fashion Institute of Design & Merchandising,Los Angeles,90015-1421,CA,11,34.044209,-118.25993,City,Large,,California,FALSE,FALSE
280,Feather River Community College District,Quincy,95971-9124,CA,41,39.953101,-120.973067,Rural,Fringe,,California,FALSE,FALSE
281,Federico Beauty Institute,Sacramento,95834,CA,21,38.64883,-121.497761,Suburb,Large,,California,FALSE,FALSE
282,Fielding Graduate University,Santa Barbara,93105-3538,CA,13,34.42941,-119.717161,City,Small,,California,FALSE,FALSE
283,Five Branches University,Santa Cruz,95062,CA,22,36.964348,-121.998245,Suburb,Midsize,,California,FALSE,FALSE
284,Redondo Beach Beauty College,Torrance,90505,CA,21,33.873098,-118.372137,Suburb,Large,,California,FALSE,FALSE
285,Foothill College,Los Altos Hills,94022,CA,21,37.361655,-122.127964,Suburb,Large,,California,FALSE,FALSE
286,Franciscan School of Theology,San Diego,92110,CA,11,32.770816,-117.192073,City,Large,,California,FALSE,FALSE
287,Fredrick and Charles Beauty College,Eureka,95501,CA,33,40.798885,-124.164986,Town,Remote,,California,FALSE,FALSE
288,Fresno City College,Fresno,93741,CA,11,36.768164,-119.796096,City,Large,,California,FALSE,TRUE
289,Fresno Pacific University,Fresno,93702-4709,CA,11,36.726831,-119.735199,City,Large,,California,FALSE,TRUE
290,Fuller Theological Seminary,Pasadena,91182,CA,12,34.14778,-118.140261,City,Midsize,,California,FALSE,FALSE
291,Fullerton College,Fullerton,92832-2095,CA,21,33.875514,-117.918255,Suburb,Large,,California,FALSE,TRUE
292,Gavilan College,Gilroy,95020,CA,23,36.972627,-121.569842,Suburb,Small,,California,FALSE,FALSE
293,Gemological Institute of America-Carlsbad,Carlsbad,92008,CA,12,33.131313,-117.318765,City,Midsize,,California,FALSE,TRUE
294,Glendale Community College,Glendale,91208-2894,CA,12,34.16745,-118.227666,City,Midsize,,California,FALSE,TRUE
295,Glendale Career College,Glendale,91203,CA,12,34.149771,-118.254719,City,Midsize,,California,FALSE,TRUE
296,Golden Gate University,San Francisco,94105-2968,CA,11,37.789374,-122.398969,City,Large,,California,FALSE,FALSE
297,Golden West College,Huntington Beach,92647-2710,CA,21,33.732531,-118.002568,Suburb,Large,,California,FALSE,FALSE
298,Graduate Theological Union,Berkeley,94709,CA,12,37.87554,-122.261847,City,Midsize,,California,FALSE,FALSE
299,Grossmont College,El Cajon,92020-1799,CA,21,32.815246,-117.006277,Suburb,Large,,California,FALSE,FALSE
300,Salon Success Academy-Riverside,Riverside,92506,CA,11,33.943149,-117.391024,City,Large,,California,FALSE,TRUE
301,Hartnell College,Salinas,93901,CA,12,36.675091,-121.666054,City,Midsize,,California,FALSE,FALSE
302,Harvey Mudd College,Claremont,91711,CA,21,34.106515,-117.709837,Suburb,Large,,California,FALSE,FALSE
303,Hilltop Beauty School,Daly City,94014,CA,21,37.705502,-122.461467,Suburb,Large,,California,FALSE,FALSE
304,Holy Names University,Oakland,94619-1699,CA,11,37.802276,-122.187804,City,Large,,California,FALSE,FALSE
305,Pacifica Graduate Institute,Carpinteria,93013,CA,41,34.420881,-119.580414,Rural,Fringe,,California,FALSE,FALSE
306,California State Polytechnic University-Humboldt,Arcata,95521-8299,CA,33,40.877481,-124.078293,Town,Remote,,California,TRUE,FALSE
307,Humphreys University-Stockton and Modesto Campuses,Stockton,95207,CA,11,38.011489,-121.316918,City,Large,,California,FALSE,TRUE
308,Imperial Valley College,Imperial,92251-0158,CA,41,32.827209,-115.503563,Rural,Fringe,,California,FALSE,TRUE
309,Institute for Business and Technology,Santa Clara,95051-1303,CA,12,37.368642,-121.969541,City,Midsize,,California,FALSE,FALSE
310,Interior Designers Institute,Newport Beach,92660,CA,13,33.641393,-117.865722,City,Small,,California,FALSE,FALSE
311,International School of Cosmetology,Los Angeles,90036,CA,11,34.080053,-118.361176,City,Large,,California,FALSE,FALSE
312,Irvine Valley College,Irvine,92618-0301,CA,11,33.675381,-117.777539,City,Large,,California,FALSE,TRUE
313,Bellus Academy-El Cajon,El Cajon,92021,CA,21,32.794072,-116.94627,Suburb,Large,,California,FALSE,TRUE
314,American Jewish University,Los Angeles,90077-1519,CA,11,34.128153,-118.471706,City,Large,,California,FALSE,FALSE
315,Reedley College,Reedley,93654,CA,32,36.605428,-119.458555,Town,Distant,,California,FALSE,TRUE
316,Life Pacific University,San Dimas,91773-3298,CA,21,34.098705,-117.829388,Suburb,Large,,California,FALSE,FALSE
317,University of La Verne,La Verne,91750-4401,CA,21,34.100855,-117.773262,Suburb,Large,,California,FALSE,TRUE
318,Laguna College of Art and Design,Laguna Beach,92651,CA,41,33.561448,-117.772564,Rural,Fringe,,California,FALSE,FALSE
319,Lake Tahoe Community College,South Lake Tahoe,96150,CA,41,38.926797,-119.972574,Rural,Fringe,,California,FALSE,FALSE
320,Lancaster Beauty School,Lancaster,93534,CA,21,34.694914,-118.147547,Suburb,Large,,California,FALSE,TRUE
321,Laney College,Oakland,94607,CA,11,37.797257,-122.26283,City,Large,,California,FALSE,FALSE
322,Lassen Community College,Susanville,96130,CA,41,40.432053,-120.633271,Rural,Fringe,,California,FALSE,FALSE
323,Latin American Bible Institute,La Puente,91746-3099,CA,21,34.030992,-117.989601,Suburb,Large,,California,FALSE,FALSE
324,Life Chiropractic College West,Hayward,94545-2570,CA,21,37.638099,-122.117619,Suburb,Large,,California,FALSE,FALSE
325,Lincoln University,Oakland,94612-2801,CA,11,37.804788,-122.269745,City,Large,,California,FALSE,FALSE
326,Southern California Seminary,El Cajon,92019-1108,CA,21,32.799614,-116.905461,Suburb,Large,,California,TRUE,FALSE
327,La Sierra University,Riverside,92505-8247,CA,11,33.910704,-117.500054,City,Large,,California,FALSE,FALSE
328,Loma Linda University,Loma Linda,92350,CA,21,34.051241,-117.260605,Suburb,Large,,California,FALSE,TRUE
329,Long Beach City College,Long Beach,90808-1706,CA,11,33.833593,-118.135633,City,Large,,California,FALSE,TRUE
330,Southern California University of Health Sciences,Whittier,90604,CA,21,33.922966,-117.983401,Suburb,Large,,California,TRUE,FALSE
331,Los Angeles Harbor College,Wilmington,90744-2397,CA,11,33.785825,-118.283549,City,Large,,California,FALSE,FALSE
332,Los Angeles Pierce College,Woodland Hills,91371-0002,CA,11,34.183949,-118.575071,City,Large,,California,FALSE,FALSE
333,Los Angeles Southwest College,Los Angeles,90047-4899,CA,21,33.929586,-118.304674,Suburb,Large,,California,FALSE,TRUE
334,Los Angeles Trade Technical College,Los Angeles,90015-4181,CA,11,34.031907,-118.269447,City,Large,,California,FALSE,TRUE
335,Los Angeles Valley College,Valley Glen,91401-4096,CA,11,34.175165,-118.421734,City,Large,,California,FALSE,FALSE
336,The Master's University and Seminary,Santa Clarita,91321-1200,CA,21,34.381755,-118.518193,Suburb,Large,,California,FALSE,FALSE
337,Los Angeles City College,Los Angeles,90029,CA,11,34.087301,-118.292169,City,Large,,California,FALSE,TRUE
338,Los Angeles County College of Nursing and Allied Health,Los Angeles,90033-1084,CA,11,34.062647,-118.211852,City,Large,,California,FALSE,TRUE
339,Los Angeles Mission College,Sylmar,91342-3200,CA,11,34.314668,-118.4195,City,Large,,California,FALSE,FALSE
340,Los Medanos College,Pittsburg,94565,CA,21,38.006474,-121.860967,Suburb,Large,,California,FALSE,FALSE
341,Loyola Marymount University,Los Angeles,90045-2659,CA,11,33.97085,-118.415744,City,Large,,California,FALSE,FALSE
342,Lu Ross Academy,Ventura,93001-2729,CA,12,34.278034,-119.293952,City,Midsize,,California,FALSE,FALSE
343,Lyle's College of Beauty,Bakersfield,93301,CA,11,35.386539,-119.02387,City,Large,,California,FALSE,FALSE
344,Lyle's College of  Beauty,Fresno,93710,CA,11,36.836265,-119.774167,City,Large,,California,FALSE,FALSE
345,Lytles Redwood Empire Beauty College,Santa Rosa,95403,CA,21,38.508385,-122.75777,Suburb,Large,,California,FALSE,FALSE
346,MTI College,Sacramento,95841-9817,CA,21,38.661377,-121.342568,Suburb,Large,,California,FALSE,FALSE
347,College of Marin,Kentfield,94904-2590,CA,21,37.954897,-122.549149,Suburb,Large,,California,FALSE,FALSE
348,Marymount California University,Rancho Palos Verdes,90275-6299,CA,21,33.734887,-118.333371,Suburb,Large,,California,TRUE,FALSE
349,Mendocino College,Ukiah,95482,CA,41,39.188989,-123.228809,Rural,Fringe,,California,FALSE,FALSE
350,Menlo College,Atherton,94027-4301,CA,21,37.453475,-122.190797,Suburb,Large,,California,FALSE,FALSE
351,Merced College,Merced,95348-2806,CA,13,37.3353,-120.47646400000001,City,Small,,California,FALSE,TRUE
352,Merritt College,Oakland,94619-3196,CA,11,37.789088,-122.167335,City,Large,,California,FALSE,FALSE
353,Mills College,Oakland,94613,CA,11,37.781425,-122.182294,City,Large,,California,FALSE,FALSE
354,MiraCosta College,Oceanside,92056-3899,CA,21,33.190483,-117.302606,Suburb,Large,,California,FALSE,FALSE
355,Mission College,Santa Clara,95054-1897,CA,12,37.391935,-121.980783,City,Midsize,,California,FALSE,FALSE
356,Modern Beauty Academy,Oxnard,93030,CA,12,34.195384,-119.181423,City,Midsize,,California,FALSE,FALSE
357,Modesto Junior College,Modesto,95350-5800,CA,12,37.651056,-121.009792,City,Midsize,,California,FALSE,TRUE
358,Moler Barber College,Oakland,94609-2419,CA,11,37.827075,-122.265352,City,Large,,California,FALSE,FALSE
359,Middlebury Institute of International Studies at Monterey,Monterey,93940,CA,22,36.599736,-121.897325,Suburb,Midsize,,California,FALSE,TRUE
360,Monterey Peninsula College,Monterey,93940-4799,CA,22,36.590558,-121.884931,Suburb,Midsize,,California,FALSE,TRUE
361,Moorpark College,Moorpark,93021-1695,CA,22,34.301146,-118.834528,Suburb,Midsize,,California,FALSE,TRUE
362,Mt San Antonio College,Walnut,91789-1399,CA,21,34.047764,-117.846629,Suburb,Large,,California,FALSE,FALSE
363,Mount Saint Mary's University,Los Angeles,90049-1599,CA,11,34.085315,-118.482879,City,Large,,California,FALSE,FALSE
364,Mt San Jacinto Community College District,San Jacinto,92583-2399,CA,22,33.806748,-116.971169,Suburb,Midsize,,California,FALSE,TRUE
365,Musicians Institute,Hollywood,90028,CA,11,34.101265,-118.337582,City,Large,,California,FALSE,FALSE
366,Napa Valley College,Napa,94558-6236,CA,13,38.274081,-122.274381,City,Small,,California,FALSE,TRUE
367,National Holistic Institute,Emeryville,94608-2008,CA,21,37.841898,-122.287672,Suburb,Large,,California,FALSE,FALSE
368,National University,San Diego,92123,CA,11,32.909894,-117.243026,City,Large,,California,FALSE,FALSE
369,Naval Postgraduate School,Monterey,93943,CA,22,36.597159,-121.874248,Suburb,Midsize,,California,FALSE,FALSE
370,Newschool of Architecture and Design,San Diego,92101,CA,11,32.71331,-117.153305,City,Large,,California,FALSE,FALSE
371,North Adrian's College of Beauty Inc,Modesto,95350-2381,CA,12,37.677778000000004,-120.992753,City,Midsize,,California,FALSE,FALSE
372,North-West College-Pomona,Pomona,91768,CA,21,34.062043,-117.751227,Suburb,Large,,California,FALSE,TRUE
373,North-West College-West Covina,West Covina,91790,CA,21,34.072071,-117.949583,Suburb,Large,,California,FALSE,TRUE
374,North-West College-Van Nuys,Van Nuys,91411,CA,11,34.189497,-118.450184,City,Large,,California,FALSE,TRUE
375,San Francisco Bay University,Fremont,94539,CA,21,37.477991,-121.925953,Suburb,Large,,California,FALSE,FALSE
376,Notre Dame de Namur University,Belmont,94002-1908,CA,21,37.517111,-122.284794,Suburb,Large,,California,FALSE,FALSE
377,Occidental College,Los Angeles,90041-3392,CA,11,34.127124,-118.210908,City,Large,,California,FALSE,FALSE
378,Ohlone College,Fremont,94539-0390,CA,21,37.52773,-121.916339,Suburb,Large,,California,FALSE,FALSE
379,Orange Coast College,Costa Mesa,92626,CA,12,33.66927,-117.909086,City,Midsize,,California,FALSE,FALSE
380,Otis College of Art and Design,Los Angeles,90045-3505,CA,11,33.956607,-118.416615,City,Large,,California,FALSE,FALSE
381,Oxnard College,Oxnard,93033-6699,CA,12,34.166104,-119.157604,City,Midsize,,California,FALSE,TRUE
382,Hope International University,Fullerton,92831-3199,CA,21,33.87616,-117.88573,Suburb,Large,,California,FALSE,FALSE
383,Concorde Career College-San Diego,San Diego,92113-1964,CA,11,32.702814,-117.102845,City,Large,,California,FALSE,TRUE
384,Palo Alto University,Palo Alto,94304-1337,CA,41,37.382216,-122.187437,Rural,Fringe,,California,FALSE,TRUE
385,Pacific Oaks College,Pasadena,91103,CA,12,34.153382,-118.151323,City,Midsize,,California,FALSE,FALSE
386,Pacific School of Religion,Berkeley,94709,CA,12,37.87669,-122.263155,City,Midsize,,California,FALSE,FALSE
387,Pacific States University,Los Angeles,90010-2263,CA,11,34.061315,-118.298408,City,Large,,California,FALSE,FALSE
388,Pacific Union College,Angwin,94508-9707,CA,41,38.570585,-122.440308,Rural,Fringe,,California,FALSE,FALSE
389,University of the Pacific,Stockton,95211-0197,CA,11,37.981424,-121.312301,City,Large,,California,FALSE,FALSE
390,Palo Verde College,Blythe,92225,CA,42,33.661538,-114.651698,Rural,Distant,,California,FALSE,FALSE
391,Palomar College,San Marcos,92069-1487,CA,21,33.149483,-117.183978,Suburb,Large,,California,FALSE,FALSE
392,Pasadena City College,Pasadena,91106-2003,CA,12,34.144552,-118.118196,City,Midsize,,California,FALSE,TRUE
393,Pepperdine University,Malibu,90263,CA,21,34.037786,-118.707077,Suburb,Large,,California,FALSE,FALSE
394,Pitzer College,Claremont,91711-6101,CA,21,34.104107,-117.706675,Suburb,Large,,California,FALSE,FALSE
395,Platt College-San Diego,San Diego,92115-3919,CA,11,32.76373,-117.063483,City,Large,,California,FALSE,TRUE
396,Point Loma Nazarene University,San Diego,92106-2899,CA,11,32.718391,-117.250265,City,Large,,California,FALSE,FALSE
397,Pomona College,Claremont,91711-6319,CA,21,34.099027,-117.714556,Suburb,Large,,California,FALSE,FALSE
