"","INSTNM","CITY","STABBR","ZIP","HCM2","ST_FIPS","REGION","LOCALE","LOCALE2","LATITUDE","LONGITUDE","RELAFFIL","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT45_PRIV","NPT4_PROG","NPT4_OTHER","TUITIONFEE_IN","TUITIONFEE_OUT","PCTPELL"
"787","Mercer University","Macon","GA","31207",0,13,5,"12",NA,"32.831787","-83.648295",NA,"625","700","595","700",NA,NA,"663","648",NA,"28","32","26","34","25","30",NA,NA,"30","30","28",NA,"1338","1338",NA,"24437",NA,NA,"38746","38746","0.3152"
"788","Morehouse College","Atlanta","GA","30314",0,13,5,"11",NA,"33.745982","-84.414917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","26","19","26","18","25",NA,NA,"23","23","22",NA,"1150","1150",NA,"31204",NA,NA,"29468","29468","0.4633"
"789","Morehouse School of Medicine","Atlanta","GA","30310",0,13,5,"11",NA,"33.742888","-84.41186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","North Georgia Technical College","Clarkesville","GA","30523",0,13,5,"41",NA,"34.639721","-83.530118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4571",NA,NA,NA,"3022","5422","0.4761"
"791","Oglethorpe University","Atlanta","GA","30319-2797",0,13,5,"21",NA,"33.875441","-84.333687",NA,"540","660","530","620",NA,NA,"600","575",NA,"24","30","24","32","22","27",NA,NA,"27","28","25",NA,"1223","1223",NA,"16254",NA,NA,"42754","42754","0.3512"
"792","Paine College","Augusta","GA","30901-3182",0,13,5,"12",NA,"33.469545","-81.993225","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14596","14596","0.7884"
"793","Piedmont University","Demorest","GA","30535-0010",0,13,5,"32",NA,"34.566042","-83.542126","76","510","620","500","600",NA,NA,"565","550",NA,"21","25","19","25","19","25",NA,NA,"23","22","22",NA,"1129","1129",NA,"23800",NA,NA,"28340","28340","0.4241"
"794","Miami Ad School-Atlanta","Atlanta","GA","30309",0,13,5,"11",NA,"33.812116","-84.396182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19400","19400","0.1618"
"795","Reinhardt University","Waleska","GA","30183-2981",0,13,5,"41",NA,"34.319756","-84.554264","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23808",NA,NA,"26180","26180","0.3794"
"796","Savannah Technical College","Savannah","GA","31405-5594",0,13,5,"12",NA,"32.023211","-81.114753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6071",NA,NA,NA,"3042","5442","0.5314"
"797","Savannah College of Art and Design","Savannah","GA","31402-3146",0,13,5,"12",NA,"32.072963","-81.093849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46247",NA,NA,"38840","38840","0.1831"
"798","Savannah State University","Savannah","GA","31404-5310",0,13,5,"12",NA,"32.024781","-81.063377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10295",NA,NA,NA,"5902","11079","0.6675"
"799","Shorter University","Rome","GA","30165",0,13,5,"13",NA,"34.257543","-85.196529","54","500","600","460","590",NA,NA,"550","525",NA,"17","24","15","25","16","24",NA,NA,"21","20","20",NA,"1072","1072",NA,"17341",NA,NA,"22810","22810","0.4089"
"800","South Georgia Technical College","Americus","GA","31709",0,13,5,"41",NA,"32.116663","-84.188321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA,NA,NA,"3692","6692","0.5463"
"801","The Creative Circus","Atlanta","GA","30324",0,13,5,"11",NA,"33.813156","-84.361989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1349"
"802","Spelman College","Atlanta","GA","30314-4399",0,13,5,"11",NA,"33.745279","-84.411527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32570",NA,NA,"28181","28181","0.415"
"803","Thomas University","Thomasville","GA","31792",0,13,5,"32",NA,"30.815576","-83.963587",NA,"410","630","370","610",NA,NA,"520","490",NA,"11","29","10","29","8","29",NA,NA,"20","20","19",NA,"1012","1012",NA,NA,NA,NA,"11080","11080","0.4167"
"804","Toccoa Falls College","Toccoa Falls","GA","30598",0,13,5,"32",NA,"34.593414","-83.357617","34","510","620","490","560",NA,NA,"565","525",NA,"18","25","17","27","17","24",NA,NA,"22","22","21",NA,"1094","1094",NA,"22993",NA,NA,"21490","21490","0.2719"
"805","Truett McConnell University","Cleveland","GA","30528",0,13,5,"32",NA,"34.596306","-83.748911","75","540","615","530","590",NA,NA,"578","560",NA,"19","23","18","25","17","23",NA,NA,"21","22","20",NA,"1110","1110",NA,"21767",NA,NA,"22852","22852","0.1079"
"806","Wiregrass Georgia Technical College","Valdosta","GA","31602-0929",0,13,5,"23",NA,"30.889221","-83.35381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5591",NA,NA,NA,"3152","5552","0.4222"
"807","Valdosta State University","Valdosta","GA","31698",0,13,5,"13",NA,"30.847402","-83.289282",NA,"480","590","460","550",NA,NA,"535","505",NA,"17","23","16","23","16","22",NA,NA,"20","20","19",NA,"1044","1044","13336",NA,NA,NA,"6583","17638","0.519"
"808","Wesleyan College","Macon","GA","31210-4462",0,13,5,"12",NA,"32.876037","-83.715417","71","560","630","473","580",NA,NA,"595","527",NA,"22","25","21","29","19","25",NA,NA,"24","25","22",NA,"1134","1134",NA,"14356",NA,NA,"26390","26390","0.396"
"809","University of West Georgia","Carrollton","GA","30118-0001",0,13,5,"31",NA,"33.573621","-85.097762",NA,"500","600","440","530",NA,NA,"550","485",NA,"18","24","17","24","16","24",NA,NA,"21","21","20",NA,"1058","1058","16239",NA,NA,NA,"6521","17576","0.4395"
"810","Young Harris College","Young Harris","GA","30582",0,13,5,"43",NA,"34.933523","-83.84587","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22457",NA,NA,"29962","29962","0.2679"
"811","Chaminade University of Honolulu","Honolulu","HI","96816-1578",0,15,8,"11",NA,"21.28995","-157.807851","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25488",NA,NA,"27454","27454","0.4192"
"812","University of Hawaii at Hilo","Hilo","HI","96720-4091",0,15,8,"33",NA,"19.701189","-155.080847",NA,"500","630","500","580",NA,NA,"565","540",NA,"16","22","14","21","16","20",NA,NA,"19","18","18",NA,"1040","1040","13259",NA,NA,NA,"7838","20798","0.4399"
"813","University of Hawaii at Manoa","Honolulu","HI","96822-2217",0,15,8,"11",NA,"21.298598","-157.818979",NA,"550","660","530","630",NA,NA,"605","580",NA,"20","27","19","25","18","26",NA,NA,"24","22","22",NA,"1175","1175","13430",NA,NA,NA,"12186","34218","0.2574"
"814","Hawaii Institute of Hair Design","Honolulu","HI","96817-5195",0,15,8,"11",NA,"21.31146","-157.861609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6693"
"815","Hawaii Pacific University","Honolulu","HI","96813",0,15,8,"11",NA,"21.310306","-157.859645",NA,"540","628","530","610",NA,NA,"584","570",NA,"22","28","21","27","20","26",NA,NA,"25","24","23",NA,"1183","1183",NA,"29072",NA,NA,"30020","30020","0.2171"
"816","Honolulu Community College","Honolulu","HI","96817-4505",0,15,8,"11",NA,"21.321785","-157.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7024",NA,NA,NA,"3174","8310","0.1791"
"817","Kapiolani Community College","Honolulu","HI","96816-4421",0,15,8,"11",NA,"21.27148","-157.800213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6550",NA,NA,NA,"3284","8420","0.1649"
"818","Kauai Community College","Lihue","HI","96766-9500",0,15,8,"33",NA,"21.968887","-159.395883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8827",NA,NA,NA,"3252","8388","0.2628"
"819","Leeward Community College","Pearl City","HI","96782-3366",0,15,8,"21",NA,"21.39267","-157.983771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7460",NA,NA,NA,"3209","8345","0.2082"
"820","University of Hawaii Maui College","Kahului","HI","96732-1617",0,15,8,"13",NA,"20.88956","-156.477252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8642",NA,NA,NA,"3278","8414","0.2663"
"821","University of Hawaii-West Oahu","Kapolei","HI","96707-4507",0,15,8,"21",NA,"21.35531","-158.056403",NA,"500","650","470","570",NA,NA,"575","520",NA,"16","22","15","22","16","20",NA,NA,"19","19","18",NA,"1028","1028","12423",NA,NA,NA,"7584","20544","0.3097"
"822","Windward Community College","Kaneohe","HI","96744-3528",0,15,8,"22",NA,"21.407051","-157.813307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9070",NA,NA,NA,"3194","8330","0.1496"
"823","Carrington College-Boise","Boise","ID","83704-8742",0,16,7,"12",NA,"43.615295","-116.260675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4812"
"824","Boise Bible College","Boise","ID","83714-1220",0,16,7,"21",NA,"43.658651","-116.291321","88","440","610","450","590",NA,NA,"525","520",NA,"15","26","19","25","16","26",NA,NA,"21","22","21",NA,"1048","1048",NA,"22108",NA,NA,"13100","13100","0.505"
"825","Boise State University","Boise","ID","83725",0,16,7,"12",NA,"43.604284","-116.203301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17107",NA,NA,NA,"8060","24980","0.2105"
"826","College of Eastern Idaho","Idaho Falls","ID","83404-5788",0,16,7,"13",NA,"43.486041","-111.985519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7785",NA,NA,NA,"3126","6222","0.3683"
"827","Idaho State University","Pocatello","ID","83209",0,16,7,"13",NA,"42.863832","-112.432312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17410",NA,NA,NA,"7872","25326","0.3023"
"828","University of Idaho","Moscow","ID","83844-2282",0,16,7,"32",NA,"46.727406","-117.014167",NA,"500","620","490","600",NA,NA,"560","545",NA,"20","28","19","27","20","27",NA,NA,"24","23","24",NA,"1119","1119","12019",NA,NA,NA,"8340","27576","0.285"
"829","The College of Idaho","Caldwell","ID","83605-4432",0,16,7,"22",NA,"43.652284","-116.677992",NA,"540","638","540","608",NA,NA,"589","574",NA,"21","30",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,"1181","1181",NA,"23517",NA,NA,"33755","33755","0.2373"
"830","Lewis-Clark State College","Lewiston","ID","83501-2698",0,16,7,"13",NA,"46.412199","-117.024875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12962",NA,NA,NA,"6982","20238","0.272"
"831","Aveda Institute-Twin Falls","Twin Falls","ID","83301",0,16,7,"33",NA,"42.593567","-114.461545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5781"
"832","Mr Leon's School of Hair Design-Moscow","Moscow","ID","83843",0,16,7,"32",NA,"46.729532","-117.001162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8571"
"833","North Idaho College","Coeur d'Alene","ID","83814-2199",0,16,7,"13",NA,"47.67569","-116.798905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7074",NA,NA,NA,"3396","8736","0.2521"
"834","Northwest Nazarene University","Nampa","ID","83686-5897",0,16,7,"22",NA,"43.562411","-116.565783","59","490","630","480","600",NA,NA,"560","540",NA,"20","26","17","27","18","26",NA,NA,"23","22","22",NA,"1112","1112",NA,"25347",NA,NA,"34390","34390","0.3141"
"835","Nathan Layne Institute of Cosmetology","Chubbuck","ID","83202",0,16,7,"23",NA,"42.919964","-112.464554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3265"
"836","Brigham Young University-Idaho","Rexburg","ID","83460-1690",0,16,7,"32",NA,"43.818408","-111.782431","94","500","610","490","590",NA,NA,"555","540",NA,"20","26","19","25","18","25",NA,NA,"23","22","22",NA,"1129","1129",NA,"11782",NA,NA,"4416","4416","0.2814"
"837","College of Southern Idaho","Twin Falls","ID","83301",0,16,7,"33",NA,"42.579837","-114.473901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6566",NA,NA,NA,"3360","6840","0.2078"
"838","Adler University","Chicago","IL","60602",0,17,3,"11",NA,"41.882414","-87.629156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","American Academy of Art College","Chicago","IL","60604-4302",0,17,3,"11",NA,"41.87742","-87.624788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35971",NA,NA,"36482","36482","0.5089"
"840","American Islamic College","Chicago","IL","60613",0,17,3,"11",NA,"41.954969","-87.646898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7650","7650","0"
"841","School of the Art Institute of Chicago","Chicago","IL","60603",0,17,3,"11",NA,"41.88105","-87.625758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52311",NA,NA,"53160","53160","0.1831"
"842","Augustana College","Rock Island","IL","61201-2296",0,17,3,"13",NA,"41.502365","-90.55057","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28689",NA,NA,"46189","46189","0.2293"
"843","Aurora University","Aurora","IL","60506-4892",0,17,3,"21",NA,"41.753631","-88.349023",NA,"480","570","480","560",NA,NA,"525","520",NA,"19","24","17","24","17","25",NA,NA,"22","21","21",NA,"1062","1062",NA,"22192",NA,NA,"26760","26760","0.4372"
"844","Southwestern Illinois College","Belleville","IL","62221-5899",0,17,3,"21",NA,"38.516406","-89.924466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7150",NA,NA,NA,"3660","5940","0.2798"
"845","Bethany Theological Seminary","Richmond","IN","47374-4019",0,18,3,"32",NA,"39.826244","-84.910689","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Black Hawk College","Moline","IL","61265-5899",0,17,3,"13",NA,"41.477283","-90.447799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4046",NA,NA,NA,"4470","7650","0.2744"
"847","Blackburn College","Carlinville","IL","62626",0,17,3,"32",NA,"39.287896","-89.870241","66","450","590","438","535",NA,NA,"520","487",NA,"16","24","12","23","17","25",NA,NA,"20","18","21",NA,"1020","1020",NA,"24856",NA,NA,"25570","25570","0.5833"
"848","Blessing Rieman College of Nursing and Health Sciences","Quincy","IL","62305-7005",0,17,3,"33",NA,"39.949641","-91.357497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3418"
"849","Bradley University","Peoria","IL","61625-0001",0,17,3,"12",NA,"40.696896","-89.616786",NA,"530","640","530","640",NA,NA,"585","585",NA,"24","30","23","31","23","28",NA,NA,"27","27","26",NA,"1205","1205",NA,"30568",NA,NA,"36360","36360","0.2779"
"850","Paul Mitchell The School Tinley Park","Tinley Park","IL","60477-6273",0,17,3,"23",NA,"41.172891","-87.847099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5108"
"851","Cameo Beauty Academy","Oak Lawn","IL","60453",0,17,3,"21",NA,"41.716051","-87.740894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5594"
"852","Cannella School of Hair Design-Villa Park","Villa Park","IL","60181",0,17,3,"21",NA,"41.90417","-87.994628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1148"
"853","Cannella School of Hair Design-Chicago","Chicago","IL","60617-4303",0,17,3,"11",NA,"41.731381","-87.551622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6618"
"854","Cannella School of Hair Design-Chicago","Chicago","IL","60632-2549",0,17,3,"11",NA,"41.815763","-87.701198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1429"
"855","Capri Beauty College","Oak Forest","IL","60452",0,17,3,"21",NA,"41.603863","-87.771567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6111"
"856","Carl Sandburg College","Galesburg","IL","61401",0,17,3,"41",NA,"40.98128","-90.408203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3232",NA,NA,NA,"5250","8760","0.4661"
"857","Catholic Theological Union at Chicago","Chicago","IL","60615-5698",0,17,3,"11",NA,"41.797895","-87.585989","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Midwestern University-Downers Grove","Downers Grove","IL","60515-5514",0,17,3,"21",NA,"41.828115","-87.998342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","The Chicago School of Professional Psychology at Chicago","Chicago","IL","60654",0,17,3,"11",NA,"41.888293","-87.63379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12712","12712",NA
"860","Chicago State University","Chicago","IL","60628-1598",0,17,3,"11",NA,"41.718446","-87.609384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8969",NA,NA,NA,"11366","11204","0.4487"
"861","Chicago Theological Seminary","Chicago","IL","60637",0,17,3,"11",NA,"41.785701","-87.591178","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","University of Chicago","Chicago","IL","60637",0,17,3,"11",NA,"41.787994","-87.599539",NA,"740","780","770","800",NA,NA,"760","785",NA,"33","35","34","36","31","35",NA,NA,"34","35","33",NA,"1535","1535",NA,"41816",NA,NA,"62241","62241","0.1226"
"863","City Colleges of Chicago-Kennedy-King College","Chicago","IL","60621-2709",0,17,3,"11",NA,"41.780253","-87.643425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5197",NA,NA,NA,"4380","14430","0.3435"
"864","City Colleges of Chicago-Malcolm X College","Chicago","IL","60612-3197",0,17,3,"11",NA,"41.878092","-87.675321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4140",NA,NA,NA,"4380","14430","0.3776"
"865","City Colleges of Chicago-Olive-Harvey College","Chicago","IL","60628-1696",0,17,3,"11",NA,"41.709997","-87.589249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5196",NA,NA,NA,"4380","14430","0.3115"
"866","City Colleges of Chicago-Harry S Truman College","Chicago","IL","60640-6063",0,17,3,"11",NA,"41.964502","-87.659107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4204",NA,NA,NA,"4380","14430","0.1834"
"867","City Colleges of Chicago-Richard J Daley College","Chicago","IL","60652-1299",0,17,3,"11",NA,"41.755955","-87.723981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3552",NA,NA,NA,"4380","14430","0.2019"
"868","City Colleges of Chicago-Harold Washington College","Chicago","IL","60601-2449",0,17,3,"11",NA,"41.886067","-87.626596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4125",NA,NA,NA,"4380","14430","0.3448"
"869","City Colleges of Chicago-Wilbur Wright College","Chicago","IL","60634-1500",0,17,3,"11",NA,"41.958774","-87.787868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3151",NA,NA,NA,"4380","14430","0.2601"
"870","Columbia College Chicago","Chicago","IL","60605-1996",0,17,3,"11",NA,"41.874261","-87.624667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30955",NA,NA,"27786","27786","0.4132"
"871","Concordia University-Chicago","River Forest","IL","60305-1499",0,17,3,"21",NA,"41.898696","-87.809482","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21031",NA,NA,"34310","34310","0.396"
"872","Danville Area Community College","Danville","IL","61832-5118",0,17,3,"13",NA,"40.127539","-87.587884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4191",NA,NA,NA,"5200","8650","0.2602"
"873","Tricoci University of Beauty Culture","Urbana","IL","61801",0,17,3,"23",NA,"40.075809","-87.636314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6762"
"874","DePaul University","Chicago","IL","60604",0,17,3,"11",NA,"41.877618","-87.62724","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34357",NA,NA,"42012","42012","0.3143"
"875","Cosmetology & Spa Academy","Crystal Lake","IL","60014",0,17,3,"21",NA,"42.24918","-88.294087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19125",NA,NA,NA,NA,"0.4477"
"876","College of DuPage","Glen Ellyn","IL","60137-6599",0,17,3,"21",NA,"41.841577","-88.071635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5519",NA,NA,NA,"4140","11850","0.3058"
"877","East-West University","Chicago","IL","60605",0,17,3,"11",NA,"41.871309","-87.624793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22950","22950","0.8162"
"878","Eastern Illinois University","Charleston","IL","61920",0,17,3,"32",NA,"39.479843","-88.175658",NA,"460","580","440","560",NA,NA,"520","500",NA,"17","23","17","24","17","24",NA,NA,"20","21","21",NA,"1036","1036","12872",NA,NA,NA,"12562","14930","0.3171"
"879","Elgin Community College","Elgin","IL","60123-7193",0,17,3,"12",NA,"42.018066","-88.32194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3628",NA,NA,NA,"3180","9516","0.2539"
